CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,MonetaryRank,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate,AgeGroup,CustomerLifetimeDays
CUST10154,272,23,20635.04,1,3,2,132,Potential Loyalist.,639.0,Jayant Guha,aaryahidalal@kuruvilla.com,Female,33,Delhi,Married,2,2020-11-24,26-35,1709
CUST10155,38,19,16764.21,3,1,1,311,Potential Loyalist.,864.0,Nishith Issac,mandernayantara@gmail.com,Female,22,Delhi,Married,1,2023-07-21,18-25,740
CUST10156,174,17,16016.11,1,1,1,111,At Risk.,894.0,Jhanvi Batta,ladnakul@gmail.com,Female,24,Bangalore,Single,0,2022-03-22,18-25,1226
CUST10157,2,32,23516.38,5,5,3,553,Loyal Customers,458.0,Anahita Dewan,kimayabhavsar@hotmail.com,Not Disclosed,19,Hyderabad,Single,1,2020-08-30,18-25,1795
CUST10158,7,24,29484.01,5,3,5,535,Hibernating,133.0,Trisha Loke,kmalhotra@hotmail.com,Not Disclosed,70,Lucknow,Widowed,1,2023-08-02,65+,728
CUST10159,171,20,21495.83,1,2,3,123,At Risk.,593.0,Zara Chaudhry,taran24@hotmail.com,Female,25,Lucknow,Married,0,2022-04-04,18-25,1213
CUST10160,70,28,33240.71,2,5,5,255,Potential Loyalist.,35.0,Vanya Sen,shayak24@date-ghosh.biz,Female,32,Pune,Widowed,1,2021-10-06,26-35,1393
CUST10161,296,26,28065.93,1,4,5,145,Potential Loyalist.,191.0,Abram Borde,mamooty31@luthra.net,Male,32,Hyderabad,Divorced,1,2021-10-05,26-35,1394
CUST10162,42,15,16671.72,3,1,1,311,Potential Loyalist.,868.0,Kashvi Boase,msawhney@gmail.com,Not Disclosed,42,Hyderabad,Widowed,2,2022-05-26,36-45,1161
CUST10163,13,27,25634.43,4,4,4,444,Loyal Customers,316.0,Indrans Srivastava,shenoyyuvaan@joshi-sanghvi.com,Female,49,Lucknow,Single,3,2023-03-27,46-55,856
CUST10164,9,21,26321.66,5,2,4,524,Hibernating,278.0,Pari Luthra,vaibhavboase@chaudhuri-sahota.biz,Male,20,Mumbai,Single,3,2023-02-02,18-25,909
CUST10165,11,26,19192.62,5,4,2,542,Loyal Customers,733.0,Mamooty Dixit,ayesha84@kurian.com,Female,74,Kolkata,Divorced,3,2022-02-03,65+,1273
CUST10166,18,20,20249.47,4,2,2,422,Potential Loyalist.,662.0,Akarsh Dhillon,tanya74@balakrishnan.com,Female,28,Bangalore,Single,0,2023-07-29,26-35,732
CUST10167,25,18,15608.84,3,1,1,311,Potential Loyalist.,912.0,Mohanlal Tara,varmaadira@raj.com,Male,74,Jaipur,Single,1,2021-04-03,65+,1579
CUST10168,50,13,11735.21,2,1,1,211,At Risk.,994.0,Gatik Zachariah,hsahota@talwar.org,Female,26,Delhi,Widowed,2,2022-09-20,26-35,1044
CUST10169,75,23,19834.11,2,3,2,232,Potential Loyalist.,695.0,Saanvi Bhasin,esaini@rana.com,Female,75,Mumbai,Single,1,2021-08-28,65+,1432
CUST10170,59,23,18648.32,2,3,2,232,Potential Loyalist.,769.0,Oorja Sampath,xdevan@kade.info,Not Disclosed,71,Bangalore,Single,3,2023-04-16,65+,836
CUST10171,70,25,26021.7,2,4,4,244,Potential Loyalist.,295.0,Kabir Mammen,cshetty@chhabra-hegde.net,Male,45,Delhi,Married,0,2020-12-27,36-45,1676
CUST10172,32,26,33993.03,3,4,5,345,Potential Loyalist.,28.0,Nirvaan Batta,vaidyaaarna@chandra-chadha.org,Not Disclosed,26,Ahmedabad,Married,2,2024-01-27,26-35,550
CUST10173,11,19,22324.73,5,1,3,513,Hibernating,543.0,Diya Hans,mehulgole@hotmail.com,Female,39,Ahmedabad,Divorced,2,2022-09-16,36-45,1048
CUST10174,1,29,29017.0,5,5,5,555,Champions,149.0,Shlok Zachariah,nbains@walla.com,Male,33,Mumbai,Married,1,2024-04-22,26-35,464
CUST10175,169,20,20311.49,1,2,2,122,At Risk.,657.0,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27,56-65,1099
CUST10176,63,29,32829.85,2,5,5,255,Potential Loyalist.,42.0,Sumer Keer,banand@raja-shere.com,Not Disclosed,44,Jaipur,Married,2,2022-04-02,36-45,1215
CUST10177,3,22,22238.59,5,2,3,523,Hibernating,549.0,Kimaya Raja,venkateshmahika@yahoo.com,Not Disclosed,45,Delhi,Divorced,2,2023-12-16,36-45,592
CUST10178,49,31,27393.78,2,5,4,254,Potential Loyalist.,215.0,Elakshi Subramanian,badamikaira@amble.com,Not Disclosed,66,Delhi,Divorced,0,2022-05-04,65+,1183
CUST10179,42,32,36781.37,3,5,5,355,Potential Loyalist.,12.0,Suhana Majumdar,keya17@barman.info,Male,27,Mumbai,Married,3,2022-01-03,26-35,1304
CUST10180,10,34,33987.78,5,5,5,555,Champions,29.0,Ishaan Gaba,hunarwason@hotmail.com,Male,21,Delhi,Widowed,1,2021-12-30,18-25,1308
CUST10181,84,22,27047.95,1,2,4,124,At Risk.,234.0,Yuvaan Dutt,shlok49@yahoo.com,Male,38,Mumbai,Married,1,2021-03-16,36-45,1597
CUST10182,8,32,34487.06,5,5,5,555,Champions,25.0,Tiya Rau,tanya68@mangat-srivastava.org,Female,60,Bangalore,Widowed,2,2020-09-25,56-65,1769
CUST10183,2,26,27556.79,5,4,4,544,Loyal Customers,210.0,Rhea Chada,ibarman@yahoo.com,Female,19,Jaipur,Divorced,0,2020-12-05,18-25,1698
CUST10184,74,25,30228.38,2,4,5,245,Potential Loyalist.,102.0,Miraan Cheema,saira70@kunda.com,Female,23,Ahmedabad,Single,3,2022-12-01,18-25,972
CUST10185,9,23,19254.17,5,3,2,532,Hibernating,728.0,Ira Dugar,ela20@yahoo.com,Male,64,Ahmedabad,Divorced,2,2024-01-26,56-65,551
CUST10186,27,22,25731.73,3,2,4,324,Potential Loyalist.,307.0,Yasmin Shenoy,dugarzeeshan@bumb.com,Female,68,Kolkata,Single,3,2024-01-14,65+,563
CUST10187,14,30,37627.78,4,5,5,455,Loyal Customers,9.0,Kabir Zacharia,farhanraj@raj.com,Female,24,Kolkata,Married,1,2023-08-01,18-25,729
CUST10188,1,24,22906.42,5,3,3,533,Hibernating,502.0,Amira Chaudhari,amani59@goel.com,Male,39,Chennai,Widowed,4,2023-08-23,36-45,707
CUST10189,75,18,17311.5,2,1,1,211,At Risk.,843.0,Arhaan Butala,agrawalmanikya@gmail.com,Not Disclosed,48,Delhi,Married,2,2020-08-19,46-55,1806
CUST10190,133,26,21310.69,1,4,2,142,Potential Loyalist.,602.0,Arhaan Lalla,ahana-dhawan@korpal.com,Female,51,Jaipur,Single,3,2022-10-21,46-55,1013
CUST10191,12,20,19792.84,4,2,2,422,Potential Loyalist.,700.0,Neysa Bansal,kanavsani@dixit.org,Female,65,Bangalore,Married,1,2021-12-15,56-65,1323
CUST10192,60,24,26193.06,2,3,4,234,Potential Loyalist.,285.0,Akarsh Kohli,sahnimishti@salvi.biz,Not Disclosed,38,Delhi,Widowed,1,2022-08-04,36-45,1091
CUST10193,94,24,26881.66,1,3,4,134,Potential Loyalist.,247.0,Shayak Bansal,ratikurian@yahoo.com,Not Disclosed,22,Mumbai,Divorced,2,2024-02-04,18-25,542
CUST10194,16,26,23410.05,4,4,3,443,Loyal Customers,467.0,Kismat Sangha,rbutala@hotmail.com,Not Disclosed,52,Chennai,Widowed,0,2024-02-26,46-55,520
CUST10195,10,30,28863.54,5,5,5,555,Champions,154.0,Jivika Singhal,onkar40@hotmail.com,Female,35,Chennai,Single,1,2024-01-22,26-35,555
CUST10196,6,35,37738.94,5,5,5,555,Champions,8.0,Vardaniya Karnik,mehul87@gmail.com,Male,38,Chennai,Divorced,1,2023-10-18,36-45,651
CUST10197,7,26,26897.07,5,4,4,544,Loyal Customers,244.0,Shamik Sarin,bvenkataraman@rege.com,Female,35,Pune,Widowed,3,2023-07-20,26-35,741
CUST10198,17,15,10974.66,4,1,1,411,Potential Loyalist.,995.0,Onkar Sheth,uthkarsh05@dubey-raja.com,Not Disclosed,42,Delhi,Single,0,2024-04-12,36-45,474
CUST10199,43,26,28694.82,2,4,5,245,Potential Loyalist.,158.0,Shalv Bhasin,vanyasant@jayaraman-ramanathan.com,Not Disclosed,49,Lucknow,Divorced,2,2021-06-17,46-55,1504
CUST10200,7,24,22765.35,5,3,3,533,Hibernating,515.0,Nayantara Sarma,romil46@lall-kashyap.com,Not Disclosed,54,Chennai,Divorced,4,2021-07-25,46-55,1466
CUST10201,9,37,32752.44,5,5,5,555,Champions,44.0,Yuvraj  D’Alia,mohanlalchoudhury@saxena.biz,Not Disclosed,41,Kolkata,Divorced,1,2024-07-28,36-45,367
CUST10202,21,17,15720.88,4,1,1,411,Potential Loyalist.,908.0,Saira Doctor,sawhneyrenee@hotmail.com,Female,52,Jaipur,Married,0,2021-06-20,46-55,1501
CUST10203,139,28,28432.83,1,5,5,155,Potential Loyalist.,169.0,Charvi Chada,goyaladira@garg.net,Female,61,Hyderabad,Married,3,2021-11-18,56-65,1350
CUST10204,7,23,25724.35,5,3,4,534,Hibernating,310.0,Lavanya Bhalla,aaryahi04@gmail.com,Male,67,Kolkata,Single,2,2022-08-28,65+,1067
CUST10205,55,24,26565.7,2,3,4,234,Potential Loyalist.,263.0,Farhan Krishna,adira53@behl.net,Not Disclosed,61,Ahmedabad,Single,0,2023-04-17,56-65,835
CUST10206,59,27,26817.06,2,4,4,244,Potential Loyalist.,252.0,Hansh Dhingra,chopraaarav@balasubramanian.com,Male,58,Lucknow,Single,3,2022-10-05,56-65,1029
CUST10207,11,26,28952.6,5,4,5,545,Loyal Customers,150.0,Aayush Badal,vardaniya09@gmail.com,Male,59,Bangalore,Widowed,0,2020-11-08,56-65,1725
CUST10208,8,16,17657.55,5,1,1,511,Hibernating,829.0,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14,65+,959
CUST10209,30,19,16856.76,3,1,1,311,Potential Loyalist.,861.0,Jivin Cheema,darivana@hotmail.com,Male,56,Pune,Married,1,2024-05-09,56-65,447
CUST10210,176,27,18133.04,1,4,1,141,Potential Loyalist.,803.0,Shalv Gade,anandjivika@gmail.com,Not Disclosed,41,Jaipur,Married,2,2022-07-02,36-45,1124
CUST10211,55,32,25814.05,2,5,4,254,Potential Loyalist.,303.0,Tara Chanda,jayeshdoshi@balan.com,Not Disclosed,22,Ahmedabad,Widowed,0,2022-09-22,18-25,1042
CUST10212,18,22,17665.76,4,2,1,421,Potential Loyalist.,828.0,Indrajit D’Alia,shray09@kant.com,Not Disclosed,52,Kolkata,Widowed,0,2020-11-03,46-55,1730
CUST10213,29,26,28117.87,3,4,5,345,Potential Loyalist.,187.0,Fateh Balakrishnan,shenoysamiha@bassi.com,Not Disclosed,74,Jaipur,Widowed,0,2023-05-27,65+,795
CUST10214,38,26,29119.83,3,4,5,345,Potential Loyalist.,147.0,Riya Date,sairababu@hotmail.com,Female,18,Hyderabad,Divorced,2,2024-07-25,,370
CUST10215,29,24,25493.96,3,3,4,334,Potential Loyalist.,327.0,Shaan Gill,qsinghal@hotmail.com,Not Disclosed,18,Jaipur,Single,2,2021-08-24,,1436
CUST10216,122,24,20627.49,1,3,2,132,Potential Loyalist.,640.0,Dhruv Kala,vvyas@ramakrishnan.com,Not Disclosed,74,Chennai,Divorced,1,2022-03-15,65+,1233
CUST10217,5,26,27910.2,5,4,5,545,Loyal Customers,199.0,Trisha Sur,hazel45@yahoo.com,Not Disclosed,70,Jaipur,Widowed,2,2021-08-05,65+,1455
CUST10218,20,23,23642.45,4,3,3,433,Potential Loyalist.,443.0,Tejas Goda,gkeer@gmail.com,Not Disclosed,37,Pune,Divorced,0,2022-04-25,36-45,1192
CUST10219,76,17,21800.85,2,1,3,213,At Risk.,577.0,Romil Chad,irasawhney@hotmail.com,Female,55,Bangalore,Married,0,2022-02-24,46-55,1252
CUST10220,3,38,30040.291,5,5,5,555,Champions,107.0,Amira Roy,ishaanbaral@date.com,Male,45,Lucknow,Single,1,2021-03-18,36-45,1595
CUST10221,100,33,28872.22,1,5,5,155,Potential Loyalist.,153.0,Anika Dubey,jbose@wali-kar.com,Female,36,Mumbai,Single,3,2021-04-21,36-45,1561
CUST10222,119,21,20515.541,1,2,2,122,At Risk.,646.0,Piya Dugar,anviloke@bajaj.com,Male,42,Ahmedabad,Widowed,0,2024-03-02,36-45,515
CUST10223,35,25,26611.33,3,4,4,344,Potential Loyalist.,261.0,Sara Goswami,shlok12@yahoo.com,Female,58,Pune,Divorced,1,2023-05-03,56-65,819
CUST10224,255,17,19854.87,1,1,2,112,At Risk.,692.0,Mannat Sawhney,dasguptaromil@manda-jaggi.com,Male,48,Chennai,Married,1,2020-09-17,46-55,1777
CUST10225,3,20,18310.12,5,2,2,522,Hibernating,788.0,Mehul Dhillon,divitbir@gour.com,Male,29,Ahmedabad,Divorced,3,2022-02-07,26-35,1269
CUST10226,115,24,22484.42,1,3,3,133,Potential Loyalist.,534.0,Manikya Barad,cvenkataraman@hotmail.com,Not Disclosed,68,Ahmedabad,Widowed,0,2021-03-04,65+,1609
CUST10227,4,25,26177.49,5,4,4,544,Loyal Customers,289.0,Jivin Kunda,adahsuri@gmail.com,Not Disclosed,36,Kolkata,Divorced,1,2022-10-01,36-45,1033
CUST10228,18,18,18761.56,4,1,2,412,Potential Loyalist.,761.0,Manikya Singh,trishachawla@bumb.com,Female,31,Pune,Widowed,2,2021-10-02,26-35,1397
CUST10229,109,28,25941.541,1,5,4,154,Potential Loyalist.,299.0,Vardaniya Gole,parinaazsarin@bassi.com,Male,22,Bangalore,Married,4,2021-05-10,18-25,1542
CUST10230,97,26,26053.58,1,4,4,144,Potential Loyalist.,294.0,Ivan Mani,sakshamwalia@majumdar-badami.com,Male,64,Mumbai,Single,0,2023-02-18,56-65,893
CUST10231,33,26,30189.9,3,4,5,345,Potential Loyalist.,105.0,Charvi Mammen,aradhyabandi@hotmail.com,Female,67,Delhi,Widowed,2,2024-03-15,65+,502
CUST10232,72,20,18169.69,2,2,2,222,At Risk.,799.0,Lavanya Dutt,agara@deep.com,Male,71,Mumbai,Single,1,2021-12-06,65+,1332
CUST10233,78,29,21753.15,1,5,3,153,Potential Loyalist.,583.0,Shaan Chowdhury,ojas47@yahoo.com,Male,53,Hyderabad,Widowed,1,2020-08-27,46-55,1798
CUST10234,20,29,25985.53,4,5,4,454,Loyal Customers,297.0,Ishaan Ravel,bhardwajadah@yahoo.com,Not Disclosed,24,Jaipur,Widowed,2,2020-08-16,18-25,1809
CUST10235,62,15,18960.969,2,1,2,212,At Risk.,751.0,Ranbir Gokhale,mahika42@yahoo.com,Not Disclosed,25,Ahmedabad,Divorced,0,2024-07-08,18-25,387
CUST10236,33,25,25533.07,3,4,4,344,Potential Loyalist.,326.0,Divit Issac,vivaankar@gmail.com,Not Disclosed,72,Mumbai,Married,2,2021-03-07,65+,1606
CUST10237,4,26,23003.62,5,4,3,543,Loyal Customers,498.0,Rasha Dara,dhanushshanker@bahl.net,Male,73,Kolkata,Single,2,2024-02-12,65+,534
CUST10238,25,23,18026.81,3,3,1,331,Potential Loyalist.,808.0,Rati Gade,aissac@majumdar-sengupta.net,Female,61,Jaipur,Widowed,3,2022-07-31,56-65,1095
CUST10239,41,25,24657.65,3,4,4,344,Potential Loyalist.,382.0,Ivan Rajagopalan,trivedisamaira@yahoo.com,Male,56,Pune,Single,0,2024-02-09,56-65,537
CUST10240,30,26,31716.04,3,4,5,345,Potential Loyalist.,63.0,Advika Dani,kanttara@yahoo.com,Not Disclosed,75,Hyderabad,Married,1,2024-01-26,65+,551
CUST10241,1,24,23078.56,5,3,3,533,Hibernating,494.0,Himmat Kant,jiya52@korpal.org,Female,65,Jaipur,Divorced,3,2021-05-28,56-65,1524
CUST10242,15,22,22193.59,4,2,3,423,Potential Loyalist.,553.0,Ahana  Sagar,yakshitkaul@dugar.com,Not Disclosed,75,Jaipur,Married,2,2021-07-27,65+,1464
CUST10243,235,22,20192.31,1,2,2,122,At Risk.,665.0,Hansh Chana,ishitasastry@yahoo.com,Not Disclosed,39,Pune,Single,0,2021-04-18,36-45,1564
CUST10244,6,25,25126.35,5,4,4,544,Loyal Customers,349.0,Diya Majumdar,elakshirandhawa@hotmail.com,Not Disclosed,60,Chennai,Divorced,0,2022-07-26,56-65,1100
CUST10245,76,25,24918.34,2,4,4,244,Potential Loyalist.,361.0,Raunak Samra,talwarshlok@kala.net,Not Disclosed,46,Ahmedabad,Single,0,2021-11-20,46-55,1348
CUST10246,29,17,18971.76,3,1,2,312,Potential Loyalist.,749.0,Miraya Wali,itandon@yahoo.com,Female,35,Hyderabad,Widowed,0,2023-09-13,26-35,686
CUST10247,11,21,20336.21,5,2,2,522,Hibernating,656.0,Baiju Basak,luthravidur@kapadia.com,Female,30,Kolkata,Single,1,2022-02-14,26-35,1262
CUST10248,56,29,28416.74,2,5,5,255,Potential Loyalist.,171.0,Elakshi Varkey,kiarakar@hayer-dhillon.com,Not Disclosed,50,Bangalore,Widowed,0,2022-08-05,46-55,1090
CUST10249,10,34,36299.34,5,5,5,555,Champions,16.0,Kismat Deshpande,mallbiju@bali.info,Female,62,Ahmedabad,Divorced,1,2023-11-16,56-65,622
CUST10250,55,16,18388.43,2,1,2,212,At Risk.,782.0,Ahana  Ganesh,vbala@dewan-jayaraman.info,Female,41,Lucknow,Widowed,0,2024-03-10,36-45,507
CUST10251,34,26,24794.8,3,4,4,344,Potential Loyalist.,369.0,Ivan Iyer,jkrishnan@yahoo.com,Male,56,Bangalore,Widowed,1,2021-12-25,56-65,1313
CUST10252,93,23,20494.03,1,3,2,132,Potential Loyalist.,648.0,Hiran Ramaswamy,vedikatak@wali.com,Male,50,Chennai,Married,2,2021-03-12,46-55,1601
CUST10253,75,21,18394.41,2,2,2,222,At Risk.,781.0,Aarna Bal,umangmammen@yahoo.com,Male,38,Lucknow,Widowed,1,2021-01-05,36-45,1667
CUST10254,9,22,19834.68,5,2,2,522,Hibernating,694.0,Vivaan Amble,csehgal@yahoo.com,Male,26,Bangalore,Divorced,0,2024-07-24,26-35,371
CUST10255,67,17,15826.8,2,1,1,211,At Risk.,903.0,Nayantara Mannan,suhana42@gmail.com,Not Disclosed,52,Mumbai,Married,2,2023-09-22,46-55,677
CUST10256,108,20,15676.9,1,2,1,121,At Risk.,911.0,Alia Bose,luthragatik@hotmail.com,Male,54,Hyderabad,Divorced,1,2022-08-28,46-55,1067
CUST10257,19,27,25727.93,4,4,4,444,Loyal Customers,308.0,Bhamini Sandhu,jhanvi97@yahoo.com,Male,67,Mumbai,Divorced,2,2021-12-05,65+,1333
CUST10258,1,28,27262.459,5,5,4,554,Loyal Customers,225.0,Heer Chopra,heerchaudhry@das.com,Male,23,Hyderabad,Divorced,2,2022-08-20,18-25,1075
CUST10259,7,26,29175.21,5,4,5,545,Loyal Customers,145.0,Shalv Kadakia,taran59@wadhwa.biz,Female,35,Lucknow,Widowed,0,2024-06-04,26-35,421
CUST10260,13,21,25294.31,4,2,4,424,Potential Loyalist.,337.0,Mamooty Dugar,xsami@gmail.com,Female,40,Bangalore,Single,0,2021-06-18,36-45,1503
CUST10261,171,13,14372.08,1,1,1,111,At Risk.,951.0,Nehmat Yohannan,mehulbali@hotmail.com,Male,61,Lucknow,Single,1,2020-08-11,56-65,1814
CUST10262,37,23,17247.75,3,3,1,331,Potential Loyalist.,845.0,Lagan Savant,kallaaarush@yahoo.com,Male,64,Delhi,Divorced,1,2021-12-08,56-65,1330
CUST10263,26,30,31098.39,3,5,5,355,Potential Loyalist.,82.0,Indrans Bhalla,hridaan66@madan-viswanathan.net,Female,51,Mumbai,Divorced,0,2020-12-20,46-55,1683
CUST10264,19,25,21797.74,4,4,3,443,Loyal Customers,579.0,Kartik Buch,hunarbhasin@master-lal.com,Male,43,Chennai,Married,0,2021-10-02,36-45,1397
CUST10265,15,26,31026.35,4,4,5,445,Loyal Customers,83.0,Shamik Raman,akarshgola@gmail.com,Female,35,Mumbai,Divorced,4,2022-05-29,26-35,1158
CUST10266,11,12,15172.891,5,1,1,511,Hibernating,930.0,Rania Kothari,sachdevdhruv@gmail.com,Male,40,Bangalore,Divorced,1,2021-07-15,36-45,1476
CUST10267,126,24,22989.25,1,3,3,133,Potential Loyalist.,499.0,Jivika Bora,rhea24@ghosh.info,Not Disclosed,54,Lucknow,Widowed,1,2022-11-03,46-55,1000
CUST10268,76,26,24084.6,2,4,3,243,Potential Loyalist.,418.0,Kiaan Sem,prishasur@sen.com,Not Disclosed,43,Ahmedabad,Married,2,2020-09-13,36-45,1781
CUST10269,29,28,27376.14,3,5,4,354,Potential Loyalist.,216.0,Ela Chandra,talwarzaina@verma.com,Not Disclosed,26,Mumbai,Single,0,2020-10-02,26-35,1762
CUST10270,58,25,23137.39,2,4,3,243,Potential Loyalist.,490.0,Saanvi Mani,hridaan65@hotmail.com,Male,75,Kolkata,Divorced,1,2021-01-07,65+,1665
CUST10271,111,23,19122.53,1,3,2,132,Potential Loyalist.,740.0,Zain Kamdar,kiaanbali@gmail.com,Female,52,Ahmedabad,Divorced,1,2022-01-21,46-55,1286
CUST10272,70,17,18281.281,2,1,2,212,At Risk.,790.0,Akarsh Dara,nsrinivasan@yahoo.com,Female,63,Delhi,Divorced,0,2021-08-02,56-65,1458
CUST10273,136,25,20051.49,1,4,2,142,Potential Loyalist.,674.0,Baiju Chadha,kalevedika@johal-bhatti.com,Not Disclosed,41,Jaipur,Single,2,2022-12-27,36-45,946
CUST10274,84,24,26545.709,1,3,4,134,Potential Loyalist.,265.0,Zeeshan Sood,kulkarniamani@gmail.com,Female,61,Bangalore,Married,0,2023-07-13,56-65,748
CUST10275,22,23,25884.08,4,3,4,434,Potential Loyalist.,302.0,Keya Balan,trivedinirvaan@hotmail.com,Not Disclosed,27,Hyderabad,Widowed,2,2023-07-03,26-35,758
CUST10276,14,17,16685.07,4,1,1,411,Potential Loyalist.,867.0,Adira Borde,hansh24@keer.com,Female,41,Ahmedabad,Married,0,2023-04-18,36-45,834
CUST10277,24,15,15207.33,4,1,1,411,Potential Loyalist.,926.0,Suhana Sunder,keerinaaya@hotmail.com,Female,71,Pune,Widowed,0,2022-08-18,65+,1077
CUST10278,18,10,9333.33,4,1,1,411,Potential Loyalist.,999.0,Gokul Luthra,hdara@yahoo.com,Not Disclosed,27,Ahmedabad,Divorced,2,2022-09-15,26-35,1049
CUST10279,33,25,22648.98,3,4,3,343,Potential Loyalist.,520.0,Advika Bhardwaj,kiararamaswamy@goyal.com,Not Disclosed,56,Mumbai,Single,3,2022-08-09,56-65,1086
CUST10280,20,13,17175.13,4,1,1,411,Potential Loyalist.,850.0,Faiyaz Sant,kundaadah@bath.info,Not Disclosed,26,Kolkata,Single,1,2021-01-09,26-35,1663
CUST10281,41,15,15444.859,3,1,1,311,Potential Loyalist.,919.0,Kaira Kala,cratti@hotmail.com,Female,56,Kolkata,Divorced,3,2023-03-05,56-65,878
CUST10282,10,23,24158.98,5,3,3,533,Hibernating,411.0,Raghav Rao,rchoudhary@yahoo.com,Female,43,Lucknow,Widowed,0,2023-02-08,36-45,903
CUST10283,78,15,17883.73,1,1,1,111,At Risk.,813.0,Ahana  Loke,drishya27@divan-master.org,Female,67,Mumbai,Single,2,2023-11-14,65+,624
CUST10284,94,25,25132.89,1,4,4,144,Potential Loyalist.,348.0,Diya Sahni,jsani@hotmail.com,Male,55,Bangalore,Divorced,1,2021-05-08,46-55,1544
CUST10285,12,25,30398.51,4,4,5,445,Loyal Customers,97.0,Suhana Rau,advik12@tara-warrior.com,Not Disclosed,59,Chennai,Widowed,2,2022-04-08,56-65,1209
CUST10286,9,24,20066.02,5,3,2,532,Hibernating,672.0,Pranay Uppal,hiran18@gmail.com,Male,69,Lucknow,Married,0,2024-02-03,65+,543
CUST10287,30,28,29505.89,3,5,5,355,Potential Loyalist.,129.0,Alia Keer,gokul08@gmail.com,Female,73,Bangalore,Single,2,2022-07-06,65+,1120
CUST10288,41,22,19385.53,3,2,2,322,Potential Loyalist.,721.0,Misha Tailor,adhar@deol.com,Not Disclosed,38,Kolkata,Divorced,0,2023-11-06,36-45,632
CUST10289,34,21,18164.57,3,2,2,322,Potential Loyalist.,800.0,Faiyaz Bawa,nbath@yahoo.com,Not Disclosed,75,Mumbai,Widowed,1,2022-12-24,65+,949
CUST10290,8,33,32842.082,5,5,5,555,Champions,41.0,Khushi Vohra,jayanbala@bhardwaj.com,Female,36,Chennai,Widowed,2,2022-10-29,36-45,1005
CUST10291,43,18,20962.68,2,1,2,212,At Risk.,628.0,Suhana Srinivasan,hazelborde@verma.com,Male,58,Lucknow,Married,0,2022-12-08,56-65,965
CUST10292,72,23,25271.47,2,3,4,234,Potential Loyalist.,340.0,Prisha Trivedi,mannat24@hotmail.com,Not Disclosed,25,Jaipur,Married,1,2022-09-19,18-25,1045
CUST10293,11,18,16185.49,5,1,1,511,Hibernating,885.0,Darshit Varty,apteadah@hotmail.com,Not Disclosed,49,Chennai,Single,4,2024-01-11,46-55,566
CUST10294,76,17,14302.2,2,1,1,211,At Risk.,952.0,Aarna Kamdar,lakshitsodhi@badal.biz,Male,48,Hyderabad,Widowed,2,2021-10-10,46-55,1389
CUST10295,32,23,20208.209,3,3,2,332,Potential Loyalist.,664.0,Sumer Goel,vritikachowdhury@tailor.com,Male,43,Hyderabad,Single,0,2024-03-08,36-45,509
CUST10296,125,19,17165.6,1,1,1,111,At Risk.,851.0,Samarth Talwar,onkarbrahmbhatt@walla.biz,Female,60,Hyderabad,Widowed,2,2020-11-10,56-65,1723
CUST10297,36,18,14440.26,3,1,1,311,Potential Loyalist.,949.0,Piya Setty,qdugal@dhingra.com,Female,49,Hyderabad,Widowed,1,2021-01-11,46-55,1661
CUST10298,9,29,26857.73,5,5,4,554,Loyal Customers,249.0,Nitara Badal,bloyal@gmail.com,Not Disclosed,25,Lucknow,Widowed,3,2023-07-05,18-25,756
CUST10299,91,20,23217.47,1,2,3,123,At Risk.,481.0,Neelofar Bawa,hchaudhry@yahoo.com,Male,27,Mumbai,Widowed,1,2021-07-23,26-35,1468
CUST10300,183,22,18116.19,1,2,1,121,At Risk.,806.0,Nirvaan Korpal,charvigola@rout.org,Male,59,Delhi,Married,1,2020-12-28,56-65,1675
CUST10301,29,25,30995.96,3,4,5,345,Potential Loyalist.,85.0,Ishita Kade,jvig@bhatt-balasubramanian.com,Female,60,Jaipur,Divorced,3,2022-06-01,56-65,1155
CUST10302,68,20,19644.81,2,2,2,222,At Risk.,703.0,Navya Batta,anvi96@kumar-thakkar.com,Male,51,Delhi,Divorced,0,2022-03-24,46-55,1224
CUST10303,21,15,16470.4,4,1,1,411,Potential Loyalist.,878.0,Jhanvi Saxena,mandnitara@hotmail.com,Female,69,Hyderabad,Widowed,4,2021-12-17,65+,1321
CUST10304,2,20,18496.13,5,2,2,522,Hibernating,776.0,Trisha Goyal,suhana14@gmail.com,Not Disclosed,69,Hyderabad,Widowed,3,2024-06-12,65+,413
CUST10305,1,22,20016.68,5,2,2,522,Hibernating,680.0,Yuvraj  Sastry,khatrikeya@hotmail.com,Not Disclosed,29,Chennai,Married,0,2023-12-28,26-35,580
CUST10306,10,17,14432.63,5,1,1,511,Hibernating,950.0,Ayesha Suresh,guhazaina@jha.com,Not Disclosed,53,Bangalore,Married,1,2021-02-15,46-55,1626
CUST10307,50,32,31478.9,2,5,5,255,Potential Loyalist.,69.0,Amani Barman,ghosetiya@gmail.com,Male,50,Hyderabad,Widowed,0,2021-08-21,46-55,1439
CUST10308,8,24,26316.02,5,3,4,534,Hibernating,279.0,Azad Master,ryan18@yahoo.com,Male,51,Hyderabad,Single,0,2020-11-12,46-55,1721
